blood_bank_name,state,district,city,address,mobile,category,latitude,longitude
"Sardar Patel voulantary Blood Bank, Keshod",Gujarat,JUNAGADH,Keshod,"Sardar patel voulantary Blood Bank, 1st Floor Sheetal Building, Ramnagar station road, Keshod, Junagadh",9827577177,Charity,21.297078,70.246131
"G.K. General Hospital Blood Bank, Bhuj",Gujarat,KACHCHH,Bhuj,"Blood Bank, G.K. General Hospital, Bhuj, Kutch",0990901625,Government,23.240587,23.240587
Rajabhai Patel Blood Bank (IMA),Gujarat,KACHCHH,Gandhidham,"Indian Medical Association Gandhidham Trust (Reg.), Rajabhai Patel Blood Bank, Gandhidham Trust, Near Gurukul Road, Gandhidham, Kutch",9725241010,Charity,23.073501,23.073501
Mayur Voluntary Blood Bank   Mandvi,Gujarat,KACHCHH,Kutch,"Mayur Voluntary Blood Bank  Pathology Laboratory, Azad Chowk, Mandvi, Kutch",9825422524,Private,22.833302,69.354198
Jivan Jyot Blood Bank,Gujarat,KACHCHH,Kutch,"Jivanjyot Blood Bank, 63, A/B, Vijyanagar, New Hospital Road, Bhuj, Kutch",9825258612,Charity,23.241748,69.67181
"Matrushri Meghbai Pramji Jetha Hospital and Research Centre, Bhuj",Gujarat,KACHCHH,Kutch,"Blood Bank, Matrushri Meghbhai Premaji Jetha Hospital and Research Centre, Sardar Patel Vidhya Sankul, Bhuj - Mundra Road, Kutch.",9825588586,Charity,23.242291,69.666889
Indian Red Cross Society Blood Bank,Gujarat,KHEDA,Kapadwanj,"Indian Red Cross Society managed, C.R. Parikh Blood Bank, Indian Red Cross Society Building, Railway Station Road, Kapadwanj, Kheda",9426364725,Private,22.021536,73.0772
Indian Red Cross Society Blood Bank Nadiad,Gujarat,KHEDA,Nadiad,"Blood Bank, Indian Red Cross Society, Shri H.V.Desai Blood Bank, Red Cross Building, Santram Road, Nadiad, Kheda",7874943399,Private,22.691088,22.691088
Muljibhai Patel Urological Hospital Blood Bank,Gujarat,KHEDA,Nadiad,"Blood Bank, Muljibhai Patel Urological Hospital, Dr. V.V. Desai Marg, Nadiad, Kheda",9876543210,Private,22.683058,72.872039
Gujarat Methodist Church Cardiac Care and Research Society Blood Bank,Gujarat,KHEDA,Nadiad,"Blood Bank, Gujarat Methodist Church Centre Care and Research Society, Mission Road, Nadiad, Kheda",9427004257,Charity,22.701204,72.844443
General Hospital Blood Bank Mehsana,Gujarat,Mehsana,Mehsana,"Blood Bank, General Hospital, Near Bus Stand, Rajmahal Road, Mehsana",9727737938,Government,23.608546,72.391231
Mehsana Jaycees Charitable Trust Blood Bank,Gujarat,Mehsana,Mehsana,"Mehsana Jaycees Charitable Trust Sanchalit Sarvodaya Commercial Co.op Voluntary Blood Bank, Pinky Super Bazar, Dairy Road, Mehsana",9879186828,Private,23.607589,72.384975
"Sardar Seva Trust, Unjha Nagrik Sahkari Voluntary Blood Bank",Gujarat,Mehsana,Unjha,"Sardar Seva Trust Sanchalit Unjha Nagrik Sahkari Bank Ltd., Voluntary Blood Bank, 1st Floor Poonam Complex, UnjhaMehsana",9408540234,Private,23.804024,72.389713
Visnagar Voluntary Blood Bank,Gujarat,Mehsana,Visnagar,"Jivan Jyot Charitable Trust, Sanchalit Visnagar Voluntary Blood Bank, Station Road, Visnagar, Mehsana",9712907002,Private,23.701586,72.541897
Indian Red Cross Society Blood Bank Navsari,Gujarat,NAVSARI,Navsari,"Blood Bank, Indian Red Cross Society, B.K.Shah Red Cross Bhavan, Station Road, Navsari",9824199640,Private,20.949882,72.918373
Lions Medical Trust Blood Bank Chikhali,Gujarat,NAVSARI,Navsari,"Blood Bank, Lions Medical Research and Educational Charitable Trust Blood Bank, Opposite to Referral Hospital, Chikhali, Navsari",9825106158,Private,20.947927,73.028072
Indian red Cross Society Blood Bank Godhara,Gujarat,Panchmahal,Godhara,"Blood Bank, Indian red Cross Society, Civil Lines, Godhra, Panchmahal",0932777407,Private,22.770106,22.770106
"General Hospital Blood Bank Godhra,",Gujarat,Panchmahal,Godhra,"Blood Bank, General Hospital, Godhra, Panchmahal",0898004531,Government,22.771958,73.620689
Raktdan Kendra Voluntary Blood Bank Godhra,Gujarat,Panchmahal,Godhra,"Raktdan Kendra Voluntary Blood Bank, Modi Ni Wadi No. 3, Near Nehru Garden, Godhra, Panchmahal",9825038553,Private,22.762228,73.608892
Seventilal Kantilal Blood Bank,Gujarat,PATAN,Patan,"The Rotary Club of Patan Charitable Trust Sanchlit Seventilal Kantilal Blood Bank, 39Rotary Bhavan39, Khetarvari, Patan",0958623865,Private,23.848226,72.112104
GMERS Medical College and Hospital Blood Bank Dharpur,Gujarat,PATAN,Patan,"Blood Bank, GMERS Medical College, Dharpur, Patan",7567889901,Government,23.84643,72.191676
"Bahansali Trust Raktdan Kendra, Radhanpur",Gujarat,PATAN,Patan,"Bahansali Trust Raktdan Kendra, Bahansali Trust Hospital, Highway, Radhanpur, Patan",9723998381,Private,23.823539,71.616139
General Hospital Blood Bank Siddhpur,Gujarat,PATAN,Siddhpur,"Blood Bank, General Hospital, Siddhapur, Patan",9879108055,Government,23.916169,72.372983
General Hospital Blood Bank Porbandar,Gujarat,PORBANDAR,Porbandar,"Blood Bank, General Hospital, Porbandar",0909907915,Government,21.636578,69.628472
Asha Children Hospital and Blood Bank,Gujarat,PORBANDAR,Porbandar,"Asha Children Hospital and Blood Bank, Near Vasi Talav,Porbandar",9428436749,Private,21.633396,21.633396
Shri Ram Blood Bank Porbandar,Gujarat,PORBANDAR,Porbandar,"Shri Ram Blood Bank, Star Compound, M.G. Road, Porbandar",8128987109,Private,21.640642,69.604689
Astha Voluntary Blood Bank Gondal,Gujarat,RAJKOT,Gondal,"Astha Voluntary Blood Bank, Jetpur Road, Opposite toHava Mahel, Near G.F.D.C. Gate, Gondal, Rajkot",9879531616,Private,21.959147,70.803122
P.D.U. Medical College Blood Bank,Gujarat,RAJKOT,Rajkot,"Blood Bank, P.D.U. Medical College and General Hospital,R.Nc.102, Jamnagar Road, Rajkot",0982538905,Government,22.304595,70.799732
Rajkot Voluntary Blood Bank and Research Centre,Gujarat,RAJKOT,Rajkot,"Rajkot Voluntary Blood Bank and Research Centre, Pitroda House, Malaviya Road, Rajkot",0989870010,Private,22.287302,70.8003
Red Cross Blood Bank Rajkot,Gujarat,RAJKOT,Rajkot,"Red Cross Building, 1st Floor, Suchak Road, Near Kundaliya College, Rajkot",9426953839,Government,22.295381,70.796956
Saurastra Voluntary Blood Bank Rajkot,Gujarat,RAJKOT,Rajkot,"Kathiyawad Medical Education Trust sanchalit Saurastra Voluntary Blood Bank and Research Centre, Shashikunj commercial complex, 621, Mangal Park, Nirmalaconvent Road, Near Madhi Chowk, Rajkot",9825082454,Charity,22.30301,70.787022
General Hospital Blood Bank Morbi,Gujarat,RAJKOT,Rajkot,"Blood Bank, General Hospital, Morbi, Rajkot",9998476158,Government,22.815814,70.831473
Nationality Development Foundation Blood Bank Rajkot,Gujarat,RAJKOT,Rajkot,"Blood Bank, Nationality Development Foundation,Smt. S.C.Patel (Field Marshal Blood Banks), Medicare, 3rd Floor, Vidyanagar Main Road, Rajkot",9825547459,Charity,22.283334,70.799999
"Nathani Voluntary Blood Bank,  Rajkot",Gujarat,RAJKOT,Rajkot,"Nathani Voluntary Blood Bank and Blood Tranfusion. 11, Tejash Building,20/22, New Janpath Plot, Rajkot",0922760011,Private,22.2943,70.788614
Shiv Voluntary Blood Bank Morbi,Gujarat,RAJKOT,Rajkot,"Shiv Voluntary Blood Bank, 2nd Floor, Pawan Complex, Sanala Road, Near Sagar Hospital, Morbi, Rajkot",0999895985,Private,22.811453,70.828261
Jetpur Medical Foundation Trust Blood Bank Jetpur,Gujarat,RAJKOT,Rajkot,"Blood Bank, Jetpur Medical Foundation Trust, 2nd Floor, opp. Union Bank of India, Kanakiya Plot, Jetpur, Rajkot",9426480401,Private,21.757189,70.622644
Jagruti Charitable Trust Blood Bank Dhoraji,Gujarat,RAJKOT,Rajkot,"Jagruti Charitable Trust Blood Bank, Azad Chowk, Three Gate, Dhoraji, Rajkot",9925873351,Private,21.731878,70.450128
GMERS Medical College Attach Sir Pratap General Hospital Blood Bank,Gujarat,Sabarkantha,Himmatnagar,"Blood Bank, GMERS Medical College Attach Sir Pratap General Hospital, Himmatnagar, Sabarkantha",9099069454,Government,23.595692,72.960688
Indian Red Cross Society Blood Bank Himmatnagar,Gujarat,Sabarkantha,Himmatnagar,"Blood Bank., Indian Red Cross Society Sabarkantha District Branch, Sheth Shri Jamanadas Madhavji Tanna , Red Cross Bhavan, Nr. G.P.O., State Highway, Himmatnagar, Sabarkantha",9427691082,Private,23.056733,72.573372
Patel Voluntary Blood Bank Modasa,Gujarat,Sabarkantha,Sabarkantha,"Patel Voluntary Blood Bank, Dr. Yogesh Upadhyay39s Hospital, Siddhi Vinayak Comlpex, Shamlaji Road, Modasa, Sabarkantha",9898651107,Private,23.467375,73.297689
Trimurti Blood Bank,Gujarat,Sabarkantha,Sabarkantha,"Trimurti Blood Bank, B/H Trimurti Hospital, B/H Bus stop, Srinagar, Idar - 383430, Sabarkantha",9898312397,Private,23.838678,23.838678
Late N.H. Ramani Memorial Voluntary Blood Bank and Navchetan Pathology Lab Modasa,Gujarat,Sabarkantha,Sabarkantha,"Late N.H. Ramani Memorial Voluntary Blood Bank and Navchetan Pathology Lab, 2nd floor, Upasana Complex, Nr. S.T. Stand, Modasa, Sabarkantha.",9426036536,Private,23.459892,73.297569
New Civil Hospital Blood Bank,Gujarat,SURAT,Surat,"Blood Bank, The New Civil Hospital, Outside Majura Gate, Surat",0982419663,Government,21.180272,72.821117
Surat Raktdan Kendra,Gujarat,SURAT,Surat,"Surat Raktdan Kendra, Udhna Khatodara Health Centre, Near Chosath Joganiyo Mataji Mandir, Udhna, Magdalla Road, Surat.",9327338036,Government,21.172667,72.829951
"Lok Samarpan Raktadan Kendra, Surat",Gujarat,SURAT,Surat,"Lok Samarpan Raktadan Kendra Blood Bank, 15, Miranagar, Opp.Saurastra Bhavan,Mini Bazar, Varachha Road, Surat",9876543210,Private,21.219718,72.910619
Shree Mahavir Health And Medical Relief Society Blood Bank,Gujarat,SURAT,Surat,"Blood Bank, Shree Mahavir Health And Medical Relief Society, Shri B.D.Mehta  Mahavir Heart Institute, Shree Mahavir Health Campus,  Athwagate, Ring road, Surat",9824158042,Private,21.184104,72.813897
Shree Sardar Smarak Hospital Blood Bank,Gujarat,SURAT,Surat,"Blood Bank, Shree Sardar Smarak Hospital Blood Bank, Station Road, Sardar Baug, Bardoli, Surat",0942758631,Charity,21.130451,73.108096
SMIMER Hospital Blood Bank,Gujarat,SURAT,Surat,"Blood Bank, Surat Municipal Institute for Medical Education and Research, (SMIMER), Umarwada, Surat",9328664546,Government,21.196246,72.845477
Surat Health Care Foundation Blood Bank,Gujarat,SURAT,Surat,"Blood Bank, Aminaben Gangat and Ayeshaben Patel Blood Bank, Surat Health Care Foundation, C/o. Lokhat Hospital, Nr. Rampura Petrol Pump, Rampura, Surat",9825193328,Charity,21.195,72.819444
General Hospital Surendranagar Blood Bank,Gujarat,SURENDRANAGAR,Surendranagar,"Blood Bank, General Hospital, Surendranagar",9727712214,Government,22.7226,71.649165
C. U. Shah Medical College and Hospital Blood Bank,Gujarat,SURENDRANAGAR,Surendranagar,"Blood Bank, C. U. Shah Medical College and General Hospital, Dudhrej Road, Surerndranagar",0738355583,Charity,22.741751,71.622137
Sharddha Voluntary Blood Bank and Pathology Laboratory Dhangadhra,Gujarat,SURENDRANAGAR,Surendranagar,"Shraddha Vol. Blood Bank and Pathology Laboratory, Halani Chamber, 1st floor, Zala Road, Dhangadhra, Surendranagar",9426922330,Private,22.990836,71.47162
Laxmiben Kushalbhai Patel Blood Bank,Gujarat,TAPI,Tapi,"Laxmiben Kushalbhai Patel Blood Bank, 1st Floor, Janak Smarak  Hospital, Kanpura, Vyara, Tapi",9825788464,Government,21.113314,21.113314
Maliba Raktdan Kendra (IRCS),Gujarat,TAPI,Vyara,"Blood Bank, Indian Red Cross Society, Maliba Raktadan Kendra, Bhikhiba Redcross Bhavan, Vilasini K. Desai aarogya Sankul, Near Vanchetana, Near Kakrapar, Vyara, Tapi",9825788464,Private,21.118758,73.404128
S. S. G. Hospital Vadodara,Gujarat,VADODARA,Vadodara,"Blood Bank, The Government Medical College and S.S.G. Hospital, Vadodara",9824275361,Government,22.307133,73.189731
Jamnabai Blood Bank,Gujarat,VADODARA,Vadodara,"Blood Bank, Jamnabai General Hospital, Vadodara",8238012038,Government,22.300308,22.300308
"Medical Care Centre Trust, Shri Jalaram Blood Bank, Vadodara",Gujarat,VADODARA,Vadodara,"Medical Care Centre Trust, Shri Jalaram Blood Bank, Kashiben Gordhandas Patel Children Hospital,Surajben Gordhanbhai Patel Women39s Hospital, Jalaram Marg, Karelibaug, Vadodara",9825335065,Private,22.314965,73.195356
Suraktam Blood Bank Vadodara,Gujarat,VADODARA,Vadodara,"Suraktam Blood Bank, G-7, Blue Chip Building, Near Stock Exchange, Sayajiganj, Vadodara",0982504490,Private,22.307765,73.18633
Kailash Cancer Hospital  Research Centre Blood Bank.,Gujarat,VADODARA,Vadodara,"At Muni seva ashram, po Goraj, Tal  Waghodiya, Dist  vadodara, State  Gujarat.",9825132377,Private,22.334629,73.464162
GMERS Medical College and General Hospital Blood Bank,Gujarat,VADODARA,Vadodara,"Blood Bank, GMERS General Hospital and Medical College, Gotri",0982543669,Government,22.313751,73.148086
Indu Blood Bank Vadodara,Gujarat,VADODARA,Vadodara,"Indu Blood Bank, III Floor, Vinraj Plaza, Opposite to Government Press, Khoti, Vadodara",0982501733,Private,22.304204,73.1935
Dhiraj General Blood Bank Vadodara,Gujarat,VADODARA,Vadodara,"Dhiraj General Blood Bank, Mu. Post-Waghodiya, Pipariya, Vadodara",0960115103,Private,22.30732,73.181079
Bhailal Amin General Hospital Blood Bank,Gujarat,VADODARA,Vadodara,"Blood Bank, Bhailal Amin General Hospital Blood Bank, Alembic Road, Vadodara",9879977700,Government,22.325426,73.163239
SBPP Cooperative Bank Foundation Blood Bank,Gujarat,VALSAD,Pardi,"Blood Bank, SBPP Cooperative Bank Foundation Blood Bank of Manav Arogya Seva Kendra,  Jesal Cooperative and Housing Society, Near Pardi Hospital, National Highway-No.-8, Killa Pardi, Valsad",9898798253,Private,20.516862,72.951211
General Hospital and GMERS Medical College Blood Bank,Gujarat,VALSAD,Valsad,"Blood Bank, GMERS Medical College and General Hospital, Halar Road, Valsad",9428020450,Government,20.59404,72.922063
Valsad Raktdan Kendra,Gujarat,VALSAD,VALSAD,"Shirin and Jamshed Gulzar Regional Blood Centre,Valsad Raktdan Kendra (A Voluntary Blood Bank and Research Centre), RNC Free Eye Hospital Compound,Opp. Mamlatdar Office, Valsad",0982514464,Charity,20.609737,72.929097
"Nukem Blood Bank, Vapi",Gujarat,VALSAD,Valsad,"Nukem Blood Bank and Haria Rotary Hospital, Plot No. 363 A- 364, G.I.D.C., Vapi, Valsad",9909618689,Private,20.381255,72.920819
Smt. Puriben Popat Lakha Blood Bank,Gujarat,VALSAD,Vapi,"Blood Bank, Smt. Puriben  Popat  Lakha Lions Blood Bank sanchalak Lions Club of Vapi Udyognagar Charitable Trust,Plot No  366/A, Prashant Park, Near Jain Tample, G.I.D.C, Vapi, Valsad",9879536375,Private,20.373994,72.904781
Military Hospital Blood Bank Ambala,Haryana,AMBALA,Ambala,"Blood Bank, Military Hosptial, Ambala Cantt.",9876543210,Government,30.353047,76.833532
MM Institute of Medical Sciences and Research Blood Bank,Haryana,AMBALA,Ambala,Mulana,9729984910,Private,30.252282,77.049488
Sanjeevani Blood Bank,Haryana,AMBALA,Ambala,"111, Near Railway Road, Sadar Bazar, Ambala Cantt.",9729177002,Private,30.339065,76.836686
General Hospital Blood Bank Ambala City,Haryana,AMBALA,Ambala City,"Civil Hospital, Ground Floor, Near Polytechnic Chowk",9416110322,Government,30.378711,76.779636
Philadelphia Mission Hospital Blood Bank,Haryana,AMBALA,Ambala City,"Post box 40, Near RA Chowk, Ambala",9896101333,Charity,30.383042,76.785947
General Hospital Bhiwani Blood Bank,Haryana,BHIWANI,Bhiwani,"Bhiwani, Park Colony, Vijay Nagar, Bhiwani,",9467074267,Government,28.797229,76.13081
Gold Field Hospital and Research Centre,Haryana,FARIDABAD,Ballabgarh,"Village and post office Chhainsa, Ballabgarh, Faridabad.",8814899239,Private,28.277083,77.454948
Badshah Khan General Hospital Blood Bank,Haryana,FARIDABAD,Faridabad,"New Industrial Township, Faridabad",0999913274,Government,28.392623,77.299274
Escorts Hospital and Research Center Limited Blood Bank,Haryana,FARIDABAD,Faridabad,"Neelam Bata Road, NIT Faridabad.",9818277538,Private,28.391378,77.306856
M/s Sunflag Hospital and Research Centre Blood Bank,Haryana,FARIDABAD,Faridabad,"M/s Sunflag Hospital and Research Centre, Sector-16A,  Faridabad",9910605254,Private,28.40274,77.31823
Sarvodaya Hospital and Research Centre,Haryana,FARIDABAD,Faridabad,"YMCA Road, Sector-8, Near ESI Hospital, Faridabad",9910726654,Private,28.422451,77.316923
QRG Central Hospital and Research Centre Blood Bank,Haryana,FARIDABAD,Faridabad,"69, Delhi Mathura Road, Near Neelam Flyover, Ajronda Chowk, Sector 20 A,",8826533714,Private,28.393014,77.310047
Sant Bhagat Singh Maharaj Ji Charitable Hospital Blood Bank,Haryana,FARIDABAD,Faridabad,"No - 1697, K Block, NIT, Faridabad,",9876543210,Charity,28.383115,77.302218
Asian Institute of Medical Sciences Blood Bank,Haryana,FARIDABAD,Faridabad,"Badkhal Flyover Road, Sector 21-A, Faridabad",9650099052,Private,28.425756,77.299823
Metro Heart Institute with Multispecialty,Haryana,FARIDABAD,Faridabad,"(A Unit of Metro Speciality Hospitals Private Limited) Sector 16A, Near Sunflag Hospital, Faridabad",9818538609,Private,28.406835,77.318049
General Hospital Blood Bank Fatehabad,Haryana,FATEHABAD,Fatehabad,"District Blood Tranfusion Center, General Hospital Fatehabad",9991290062,Government,29.517629,75.448988
Jagdambe Blood Bank,Haryana,FATEHABAD,Tohana,"Aggarwal Hospital, Kali Mandir Road, Bhatia Nagar, Tohana, Near Ram Bhawan",9416047692,Private,29.715587,75.900961
Paras Health Care Private Limited Blood Bank,Haryana,GURGAON,Gurugram,"C-1, Sushant Lok City, Phase I, Sector 43, Gurgaon",9560409969,Private,28.451204,77.087719
Artemis Medicare Services Limited Blood Bank,Haryana,GURGAON,Gurugram,"Artemis Hospital, Sector-51, Gurugram",0971612224,Private,28.43132,77.072134
Medanta The Medicity Hospital Blood Bank,Haryana,GURGAON,Gurugram,"CH Baktawar Singh Road, Sector 38, Gurugram,",9971183331,Private,28.439105,77.040909
Alchemist Institute of Medical Sciences Blood Bank,Haryana,GURGAON,Gurugram,"Alchemist Institute of Medical Sciences (A Unit of Alchemist Hospitals Limited) DLF Golf Course Road, Sector-53, Saraswati Kunj",9876543210,Private,28.439328,77.10227
SGT Medical College Hospital and Research Institute Blood Bank,Haryana,GURGAON,Gurugram,"Near Sultanpur Bird Sanctuary, Village Budhera, Gurugram,",0858704695,Charity,28.478407,76.902714
Park Hospital Blood Bank,Haryana,GURGAON,Gurugram,"Q Block, South City 2, Sohna Road, Main Sec-47,",0880214141,Private,28.420003,77.048378
Fortis Memorial Research Institute Blood Bank,Haryana,GURGAON,Gurugram,"A unit of Fortis Hospitals Limited, Sector - 44, Opposite HUDA City Centre, Gurugram",0837690852,Private,28.456975,77.07299
Fortis Memorial Research Institute Blood Bank,Haryana,GURGAON,Gurugram,"Fortis Memorial Research Institute, Sector-44, Opposite HUDA City Centre, Gurgaon",8587099908,Private,28.456965,77.07297
"General Hospital Blood Bank, Gurugram",Haryana,GURGAON,Gurugram,"Near Bus Stand, Opposite MCG, Gurugram",9868822200,Government,28.511841,76.986694
Nalwa Pathology and Microbiology Laboratory Blood Bank,Haryana,HISAR,Hisar,"SCF-83, Commercial UE-1, Red Square market",9812030669,Private,29.157025,75.722428
Central Medical Centre (CMC) Hospital Blood Bank,Haryana,HISAR,Hisar,"Near Dabra Chowk Over Bridge, Hisar",0999616623,Private,29.140858,75.734103
Haryana Blood Bank,Haryana,HISAR,Hisar,"16, Model Town, NearJjindal Hospital",0999666333,Private,29.130234,75.74437
Manglam Blood Bank,Haryana,HISAR,Hisar,"No 139, NH10-Tosham Road Connection Road, New Model Town, Jindal Hospital Road,",9254222767,Private,29.131899,75.744839
Dr. Anant Ram Janta Hospital Blood Bank,Haryana,HISAR,Hisar,"Hospital Road, Hisar, Barwala",9416042096,Private,29.363162,75.901772
"National Blood Bank, Kharab Hospital Blood Bank",Haryana,HISAR,Hisar,"47, Near Budhla Sant Mandir, Rishi nagar,",9876543210,Private,29.310977,76.344908
Sarvodaya Blood Bank services,Haryana,HISAR,Hisar,"Sravodaya Multi Speciality Hospital Opp. Red Cross Bhawan, Delhi Road, Hisar",0857209654,Private,29.1409,75.733801
General Hospital Blood Bank Hisar,Haryana,HISAR,Hisar,"Civil Hospital Blood Bank, Near Bus Stand",9468248136,Government,29.17,75.718602
"Maharaja Agrasen Medical College, Agroha, Blood Bank",Haryana,HISAR,Hisar/Agroha,Opp. Agroha Dham,9876543210,Government,29.336707,75.622627
General Hospital Blood Bank Jhajjar,Haryana,JHAJJAR,Jhajjhar,Model Town,9729078039,Government,28.607735,76.642891
General Hospital Blood Bank Jind,Haryana,JIND,Jind,"Civil Hospital, DC Colony",0941613966,Government,29.311866,76.330022
Gangaputra Hospital and Research Centre Blood Bank,Haryana,JIND,Kandela,"Kaithal Road, Kandela",9871804058,Private,29.378281,76.337165
Smt. Indira Gandhi Government Multispeciality Blood Bank,Haryana,KAITHAL,Kaithal,"G. H. Sector-18, Bypass Road, Near bus stand, Kaithal By pass",0941612122,Government,29.793446,76.421959
